update_Id,video_id,views,release_date,likes,comments,videos,subscribers,views_total,price,dates_passed
UCkH3CcMfqww9RsZvPRPkAJA,HHk-6OYMlw0,73626,2023-02-08T22:45:45Z,894,,3214,3020000,1676066003,35479,2727
UCkH3CcMfqww9RsZvPRPkAJA,YxWoMLP56K8,80838,2023-02-08T22:46:08Z,1344,,3214,3020000,1676066003,35479,2727
UCkH3CcMfqww9RsZvPRPkAJA,Q1iO9fgtr8c,62683,2023-02-08T22:45:30Z,1052,,3214,3020000,1676066003,35479,2727
UCkH3CcMfqww9RsZvPRPkAJA,vk-8u2iebi8,398844,2023-01-06T01:02:13Z,4588,,3214,3020000,1676066003,35479,2727
UCkH3CcMfqww9RsZvPRPkAJA,usDy8YBesqQ,552180,2022-12-26T01:00:50Z,6617,,3214,3020000,1676066003,35479,2727
UCkH3CcMfqww9RsZvPRPkAJA,_NIQxr42pZA,1511054,2022-12-26T01:00:34Z,2426,,3214,3020000,1676066003,35479,2727
UCkH3CcMfqww9RsZvPRPkAJA,gxu2sOy5KV0,1402916,2022-12-13T08:00:16Z,10444,,3214,3020000,1676066003,35479,2727
UCkH3CcMfqww9RsZvPRPkAJA,bvuPj_OSShQ,234710,2022-12-09T04:00:13Z,3979,,3214,3020000,1676066003,35479,2727
UCkH3CcMfqww9RsZvPRPkAJA,zB_7TB7K2-0,506013,2022-12-06T01:00:16Z,9761,,3214,3020000,1676066003,35479,2727
UC-2Y8dQb0S6DtpxNgAKoJKA,2zNjo7cRISI,8330,2024-08-21T13:00:05Z,562,50.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,qC72SUEgSSc,5818,2024-08-21T10:00:54Z,282,29.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,I5DuyiDo0Y8,4541,2024-08-21T10:00:13Z,226,6.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,1pDaId5dRng,4109,2024-08-21T10:00:04Z,220,15.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,v6DJ0rR2C8U,14826,2024-08-21T08:30:26Z,586,31.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,X868ycV8ZMQ,11786,2024-08-21T08:00:17Z,565,54.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,P5J0WKAXIVE,26875,2024-08-21T07:00:11Z,1465,193.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,lnBwFpgxQ3M,14441,2024-08-21T06:00:32Z,480,24.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,IJj4pOoY3XI,17406,2024-08-20T23:00:15Z,335,294.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,azIBRaiB05I,123863,2024-08-20T22:10:42Z,6641,384.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,ezTtbpSUsn0,48372,2024-08-20T20:15:02Z,1902,209.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,7G1LRr14gx8,22449,2024-08-20T20:02:10Z,1050,66.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,g3y3dmkrpVo,198227,2024-08-20T19:57:08Z,12327,694.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,nvdSisTLPhg,54222,2024-08-20T19:49:09Z,2919,158.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,g0uKFdtF82o,29085,2024-08-20T19:37:01Z,850,179.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,JXD9X_C0CwM,95851,2024-08-20T19:30:50Z,7705,406.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,JPoPQUL_yj4,28085,2024-08-20T19:24:43Z,1588,267.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,P-83jczUqW8,28607,2024-08-20T19:22:52Z,918,82.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,Gk3jyZvHkUE,20193,2024-08-20T19:21:50Z,686,44.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,h4Ydhy_Gsn0,37537,2024-08-20T19:19:35Z,1835,81.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,ndogwl2Tu_k,50082,2024-08-20T19:07:20Z,3137,198.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,cdwqwwVVK9o,32173,2024-08-20T19:03:16Z,1115,63.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,zD3BwfUOzPQ,18413,2024-08-20T18:44:10Z,617,117.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,E8n8IrmLMg8,19430,2024-08-20T18:39:12Z,960,54.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,6YI7sR97kzI,76796,2024-08-20T18:37:07Z,2465,209.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,IxsTWIi4WqM,34231,2024-08-20T18:35:25Z,767,77.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,7rC13jNNNk0,46609,2024-08-20T18:24:24Z,2307,140.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,Wl05yGSDpxY,123035,2024-08-20T18:26:04Z,4388,382.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,isCe5hdYgGk,65833,2024-08-20T18:19:49Z,2989,303.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,YmLWi23chw4,58059,2024-08-20T18:18:41Z,3286,179.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,Eu8z5_Okhng,105885,2024-08-20T18:04:55Z,4524,476.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,3Mi6EIn-IbE,36571,2024-08-20T18:01:29Z,2705,212.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,665DtK0QSTA,14623,2024-08-20T18:00:05Z,631,39.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,nNOwlij_dQo,75748,2024-08-20T17:59:46Z,2892,470.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,S27A3-UU5Uw,9595,2024-08-20T17:00:17Z,241,206.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,DSPxLSWFv8U,11221,2024-08-20T17:00:09Z,570,149.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,oLw00zYLCeg,8820,2024-08-20T17:00:40Z,273,148.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,cVZ3LvQMoWo,20987,2024-08-20T17:00:32Z,567,163.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,JJGbE8m79Ow,16028,2024-08-20T15:00:18Z,555,130.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,T3FLjceLt30,20190,2024-08-20T14:00:34Z,417,250.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,XRM8U3qIXh0,57931,2024-08-20T13:00:40Z,4108,414.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,VUlzltBX3Ac,153342,2024-08-19T19:45:00Z,4027,517.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,6x5savefgDc,7304,2024-08-19T19:30:00Z,282,11.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,azH-6plew_4,23507,2024-08-19T17:15:00Z,671,100.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,iTKGDipzz7g,326443,2024-08-19T17:00:37Z,10799,1207.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,OVk7LJOsLZQ,28720,2024-08-19T14:00:32Z,1077,101.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,Hj9NYYq5KZo,29162,2024-08-19T13:15:01Z,1373,63.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,mwvDKuTvLBo,30335,2024-08-19T13:00:51Z,1238,212.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,CMvrMTmuJuA,803948,2024-08-19T07:00:07Z,67320,4952.0,22938,15700000,5286841166,63480,3832
UC-2Y8dQb0S6DtpxNgAKoJKA,nMpJVfudXGE,45887,2024-08-18T16:30:09Z,1688,158.0,22938,15700000,5286841166,63480,3832
UCjBp_7RuDBUYbd1LegWEJ8g,EH2W7V7eF_0,5176,2024-08-21T16:15:01Z,722,55.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,vo-KQy-x7l4,2656,2024-08-21T15:30:30Z,254,50.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,wkXO8MeX7vA,10109,2024-08-21T14:30:26Z,1943,116.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,eK2JzAZ7v7k,8656,2024-08-21T13:30:21Z,555,58.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,a9L0xRQz-kE,3453,2024-08-21T13:30:01Z,253,17.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,oTrU6tFfqOc,10896,2024-08-21T08:41:09Z,1283,48.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,EWejxtQzIdA,10389,2024-08-21T00:22:17Z,651,33.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,YvQOPyiTL8M,13635,2024-08-20T21:10:44Z,907,49.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,aSixaG0cBT8,19678,2024-08-20T19:48:31Z,1212,32.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,oWAx0e9LGQU,11699,2024-08-20T19:47:33Z,563,21.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,IM628RY07Wo,13778,2024-08-20T19:38:35Z,554,44.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,YQlDe-tBV4E,45502,2024-08-20T19:16:47Z,1011,58.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,H4YB5r43QtU,28266,2024-08-20T19:15:34Z,1167,59.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,GrWUv9vPOY4,71221,2024-08-20T19:04:23Z,4279,399.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,svsNoXE8dxk,11949,2024-08-20T19:00:35Z,550,17.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,S8A3a7qNlo8,18969,2024-08-20T18:37:28Z,1099,58.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,JQrDgfGV_n4,17739,2024-08-20T18:26:33Z,466,28.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,xFCmlE9wGT8,31078,2024-08-20T18:13:36Z,2000,135.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,9TX71ThJ4M8,132685,2024-08-20T18:04:28Z,3490,306.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,7RjHjK8g4CA,14500,2024-08-20T15:01:43Z,595,138.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,AOgaWI2US8w,12128,2024-08-20T15:00:18Z,631,61.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,0u_mqbvNBSc,15451,2024-08-19T20:48:35Z,807,85.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,O5ir6GmsIkM,13548,2024-08-19T08:30:07Z,781,46.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,PZg2x8eVLbs,35705,2024-08-17T16:00:20Z,2125,303.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,T0Bl-cWT92k,27302,2024-08-16T22:03:47Z,1133,66.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,b6HAXqpPXsA,15478,2024-08-16T21:20:44Z,810,30.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,pn_Ufhfv5LY,32272,2024-08-16T20:42:41Z,2041,176.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,oGjqcSbMVN0,46280,2024-08-16T18:00:20Z,1401,293.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,sFyDkcmGeWo,40490,2024-08-16T16:19:13Z,1070,39.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,2toFwiKRJfM,19487,2024-08-15T23:41:51Z,828,102.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,qlCVmcekvX4,53163,2024-08-15T18:00:27Z,2913,148.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,KF6Mcu6GtYE,22350,2024-08-15T17:11:40Z,1417,88.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,l5I5wjp3JoY,16489,2024-08-15T16:30:08Z,484,24.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,RSL8LcqVTug,0,2024-08-15T16:11:18Z,483,0.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,7Y3X2UpFvkI,14644,2024-08-15T13:00:07Z,871,43.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,IRKtDoWa7PA,26734,2024-08-15T13:00:18Z,1410,86.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,67DimNfopZE,0,2024-08-15T00:48:51Z,331,0.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,-jP9IqiV0T4,16408,2024-08-14T14:00:00Z,858,43.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,jRLJ3lV-_V8,322854,2024-08-12T16:40:01Z,18414,1586.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,PxwkWS-iT2Y,24663,2023-07-05T14:00:14Z,902,43.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,D87ZVdnAIdI,38971,2023-06-22T17:00:06Z,1254,61.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,XNZFWRVxxiE,55185,2023-06-13T18:22:13Z,2174,92.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,xEMw7JgPfzY,32641,2023-06-12T18:45:02Z,1667,63.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,oUFtcF81XbM,39749,2023-06-06T15:00:40Z,1532,88.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,U2tWnkIcDEI,21605,2023-06-01T18:33:49Z,831,25.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,T7aVUqmQ_Sc,278410,2023-04-27T16:00:26Z,8517,534.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,oD3knsWSbAE,120249,2023-04-25T16:00:37Z,3553,166.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,yseXr3U2JGQ,267428,2023-04-25T15:00:43Z,7554,372.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,hSt2hEKvHB4,18501,2023-04-11T17:00:20Z,762,29.0,13262,5490000,1464798968,59978,1379
UCjBp_7RuDBUYbd1LegWEJ8g,jr_WaKupP5w,22665,2023-03-28T14:21:18Z,1237,46.0,13262,5490000,1464798968,59978,1379
